model_id,model_name,unique_activities,category
e8b38c6a696548f39d75896cd473101e,Tank planning process ON DEMAND,"['Approval of the distribution plan', 'Customer send an order to the Customer Contacts centre', 'Receive data from the TMS', 'Creation of the route-plan', 'Receive the tank', 'Driver deliver the tank', 'Loading the order into TMS', 'Driver prints the Proof of Delivery', 'Communication of the distribution plan to Ls', 'Creation of the order']",Deliver Physical Products
e8b53b079e804658b3f9070f8b918f38,LAB1,"['Reject Order', 'Confirm the order', 'Check PO against Inventory', 'Archive Order', 'Emit Invoice and Ship goods']",Deliver Physical Products
e8b6d5ad7e9a4d38b9d54aea21b90b43,Figure 3.12: Jane Doe,"['Get shipment address', 'Confirm order', 'Ship product', 'Receive product from warehouse', 'Receive payment', 'Emit invoice', 'Check stock availability', 'Archive order']",Deliver Physical Products
e8b987d82faf40bf9b98847b4bb255c4,Calculate GPA,"['Assess documents', 'Tally Marks', 'Mark documents']",Other
e8bb5ca00eed4af99615dfd0af4724ef,Checkout Delgado,"['Accept Payment', 'Scan items and Identify Payment Method', 'Bag Items']",Manage Customer Service
e8bcb42c07564fcda69b50f5d81902ef,Z Cheddr Accounting BPMN,"['Check Item Amount Extension', 'Inform Mr. with the financial reports', 'Prepare monthly comparison', 'Prepare financial statements for each store', 'Summarizes sales and other detail data']",Manage Financial Resources
e8c26da1669142b083a0e3a999e452f9,strict_policy,"['refund of cleaning fee and room costs, but not service fee', 'no refund', 'refund defined', 'Cancellation- Fee']",Manage Customer Service
e8cbf4c4eb624f589abc76561c9e6d5c,2. Workflow Testing,"['Plan Test', 'Is there need for test among end-users?', 'Is there need for test among employees?', 'Determine if the new changes and activities requires testing of behavioral change']",Other
e8cc3cc11096482489cda18f45e35ccf,Ec. 2,"['Updates claim file with the decision', 'Calculates initial claims estimate', 'Retrieves report', 'Negotiation with customer', 'Compose files', 'Create an action plan', 'Final decision']",Manage Customer Service
e8cf8bf1d00647fb82c34961d40da5b7,6.Process payment and reviews,"['Request for reviews', 'Receive reviews', 'Make review', 'Approve payment']",Manage Financial Resources
e8d063b43401448b9ff63d0b9b44cb00,11 Receive Finished Goods into Inventory,"['Enter Goods movement info.', 'Select Adopt+ Details', 'Save Goods receipt', 'Select Delivery completed flag', 'Navigate to Goods Receipt screen']",Deliver Physical Products
e8d4c58f7091478486e3c142417f8c95,BasketHandlingDetails,"['Add Products To Basket', 'Pay Invoice', 'Draft Invoice', 'Receive Goods', 'Ship Goods to Customer']",Deliver Physical Products
e8dcec94db484de79799250092b89198,14-ch3_PurchaseOrder5 SE,"['Confirm order', 'Ship product', 'Receive Payment', 'Get shipping address', 'Emit invoice', 'Check stock availability', 'Retrieve product from warehouse', 'Archive order']",Deliver Physical Products
e8df6093abb0425e9a6b512c17774549,W1-P3(PARALLEL)(4-EXAMPLE),"['PASS SECURITY SCREENING', 'PROCEED TO SECURITY CHECK', 'PROCEED TO DEPARTURE LEVEL', 'PASS LUGGAGE SCREENING']",Other
e8dfc8f80db74a12a89d44c30d113af0,FIgure 3.12_RothenbergJane Doe,"['Get shipment address', 'Confirm order', 'Ship product', 'Receive payment', 'Emit invoice', 'Check stock availability', 'Retrieve product from warehouse', 'Archive order']",Deliver Physical Products
e8e08bfdcb594c9093d801343f1938c9,New process,"['Notify applicant', 'Calculate start date and interest rate', 'Schedule loan disbursement']",Manage Financial Resources
e8e7c6e1a2344a21a699e367d791d39a,12345678_Jane Doe_MainProcess,"['Cover syringe', 'Return to vaccinee', 'Extract recommended dose into syringe', 'Take vaccine supply from storage', 'Administer correct vaccine']",Deliver Services
e8e82a49c39a4361bb63885b6068dc11,10.2.4 Manage asset construction,"['Monitor work performance', 'Undertake quality control', 'Create work and asset records', 'Manage safety, security, and access to sites']","Acquire, Construct, and Manage Assets"
e8e916b0ef9a405eb050f0b78e80f587,Fig 3.4 Jane Doe,"['Check invoices for mismatches', 'Re-send invoice to customer', 'Block invoice', 'Park invoice', 'Post invoice']",Manage Financial Resources
e8eb635e49e5479e90edf272f8f3d113,Drop Operation,"['Allow to be dropped with Warnings or Suggestions', 'Show Road/ Area Exceptions', 'Check object Properties/ Characteristics', 'Check the Properties/ Characteristics of the Road/ Area on which User has placed the dragged object to be dropped']",Other
e8ee21d1b7d348dba07844d6aa4589a3,Create Internal Medicine Report,"['Add Internal Medicine report to patient medical file', 'Create internal medicine report']",Deliver Services
e8ee98a1fb6c48c29c1a9f3d8219fced,12345678_rev1,['Subprocess (H)'],Other
e8f327fbd654431dad9d3ea27b755dd9,W3-TASK3,['TASK'],Other
e8f337cb09974216815c67b31ddbba2f,As-is DUR,"['call customers to verify', 'review the resolution', 'call doctor', 'Review issues', 'clear hard stop', 'review drug utilization', 'suspend fulfillment']",Manage Customer Service
16aa11aa3a674fc9bbcc5cec63947bbd,MyNewProcess2,"['Lodge insurance claim', 'Seek statement from witnesses']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
16afdc73b6324770874afdd597a6a087,Figure4.3_Jane Doe,"['Emit order', 'Select best quote', 'Obtain quote from Supplier']","Acquire, Construct, and Manage Assets"
16b4ad610b2648289a91f143bf183cbb,2.1.1. Determine Financial Risk (Copy),"['Check Compliance Adequacy', 'Check Product Adequacy', 'Perform Credit Check', 'Create Risk Assessment Profile']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
16b56d38130548148044e7069df7d398,LAB 1 : order-to-cash,"['Get shipment address', 'Emit invoice', 'Confirm order', 'Ship product', 'Receive payment', 'Archive order']",Deliver Physical Products
16b6607d351e43ba94c63a15e0092513,No longer guarantee the trip,"['Inform the client', 'Invalid passport or visa application processed by an agent', 'TA can no longer guarantee the trip']",Other
16bec55ecb814f158ea58d9adea0e290,6.5.4 Evaluate and manage warranty performance,"['Investigate fraudulent claims', 'Measure customer satisfaction with warranty handling and resolution', 'Identify opportunities to eliminate warranty waste', 'Monitor and report on warranty management metrics', 'Identify improvement opportunities']",Manage Customer Service
16bf295e3d834fc28e150f2385f05327,Order Fulfillment Process,"['Get shipment address', 'Emit invoice', 'Confirm order', 'Shop product', 'Archive order', 'Receive payment']",Deliver Physical Products
16c85e94181a4819a75087f4de3754a2,Ioana-Crisan-1-b,"['Pass Luggage screening', 'Receive boarding pass', 'Proceed to the departure level', 'Pass personal security screening']",Other
16cd5d5448124d59a420a075f9cb1567,Assess and grade applications,"['Retrieve grading criteria', 'Subprocess (Assess and grade application)']",Develop and Manage Human Capital
16d08ed221d249cc9172394946227a74,W4-P1[BACKUP DATABASE],"['store backup in manager office', 'backup server database']",Manage Information Technology
16d3adab88954a169c4acea83565036c,12345678_Zhong_Subprocess_Handle vaccination cancelation,"['Advise when to return', 'Reverse registration', 'Reverse confirmation of vaccine receipt']",Manage Customer Service
16d45dc4e4cd4050b2fb878d440453ba,Automated planning procedure (Copy),"['Check the current figures against the forecast', 'Calculate the cumulated figures from the past', 'Calculate agreed ranges of tolerance']",Manage Financial Resources
16d517612b1f4015947d5801a34eb83c,"W7G3, P1(SDLC)","['IMPLEMENT SYSTEM', 'CODE', 'ANALYSIS', 'TEST', 'DESIGN']",Manage Information Technology
16d97c6f5143457ca66ea0dd46184990,MaintenanceProcess,"['Arrange Disposal of Old Machine Parts', 'Finish up Machine', 'Clean Machine Components', 'Perform Maintenance', 'Check Lubricants and Spare Parts', 'Prepare Machine', 'Check Basic Rules and Requirements', 'Check Personal Requirements']",Other
16d9b79d41d94b9e9cb33c16af8feab3,Homework 2 - create app flow,"['User navigates to Create your first app` page. Presses `CREATE` button', 'API Call: POST `<acnapi_host>/apps/v', 'Presses `CREATE` button', 'Routes to Register new app` page', 'Fills up fields: App Name` Description`', 'Route API Call: POST `<jimmy_host>/apps/v']",Develop and Manage Products and Services
16d9c65324004b7e85e605e6447fbabb,insurance claim,"['lodge insurance claim', 'Ask witness']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
16dad55eca5340b49f36644f2a490dbc,general process,"['Identify handovers of work', 'Identify similar tasks', 'Collect data', 'Mine the event logs', 'Convert data in event logs', 'Perform agent-based simulation', 'Translate the model into agents', 'Identify data', 'Identify roles']",Manage Information Technology
16de55a2c2334fa99dc7ca806ab81054,Übung 3 Seite 47 BPMN,"['Reserve Book', 'Search for book', 'Enter book number', 'Save reservation for book number', 'Confirm reservation']",Other
16de604fae3b466b85ef3cb0225f1ccf,Pharmacy Fulfillment Process,"['quality assurance', 'pick up', 'drop off', 'production', 'data entry']",Deliver Services
16dfdd6278374d0d8a117ac4afe43e7d,Claiming process 2,"['Keep electronic form of prescriptions', 'Acknowledge the statement', 'Alert Pharmacist to report missing prescription', 'Receive ""certification of supply"" statement', 'Close Claim transaction activitated', 'Receive return message', 'Send Close Claim transaction']",Manage Customer Service
16e03a305db84c2f9c0f3324ee3c3859,12345678,"['Attend Medical Assessment', 'Attend Interview', 'Submit Application', 'Negotiate Terms and Conditions', 'Respond to Proposed Offer']",Develop and Manage Human Capital
16e69283341b457c84e7b90bbb94f9e1,W3G4.P2(ORDERTOCASH),"['ARCHIVE ORDER', 'CONFIRM ORDER', 'EMIT INVOICE', 'GET SHIPMENT ADDR', 'SHIP PRODUCT']",Deliver Physical Products
16e9cd77874846ecae98959164178f21,BeJane Doe Expanded Process,"['Notify claimant of settlement', 'Subprocess (Prepare settlement)', 'Example Claim']",Other
16ec426e0c5143e5b2554bda9233b025,Procurement Process,"['Receive materials', 'Create Purchase order', 'Send Purchase order', 'Receive invoice', 'Pay the invoice']",Manage Financial Resources
16f15f5ee7424c6daeca3da65c92aa7c,Prepare Drugs for Prescription,"['Seal script', 'Store script in pick-up area', 'Assure quality', 'Count and verify drugs']",Deliver Services
16f24153f666430f83fb4bb1a302b44b,01 Claim lodgement process (Copy),"['Complete details', 'Access claim form', 'Attach supporting documents', 'Submit claim form']",Manage Customer Service
16f315dda5eb49c8bbe7953e91adb1c9,INSERIMENTO FISICO ARTICOLI IN SILO1,"['MODIFICA SETTORE', 'INSERIMENTO FISICO', 'MODIFICA CONFIGURAZIONE VASSOIO', 'MOVIMENTAZIONE COMPONENTE', 'FOTOGRAFARE COMPONENTE', 'MOVIMENTAZIONE VASSOIO', 'APPLICAZIONE TARGHETTA', 'MODIFICA UBICAZIONE', 'STAMPA TARGHETTA BARCODE']",Deliver Physical Products
16f38a34dcf441d895374f70cb764a4e,03_14_exercise1_credit_request,"['Simple risk assessment', 'Advanced risk assessment', 'Assess risk', 'Complete Assessment', 'Organize disbursement', 'Notify the result of the assessment']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
16f79f7815f1444a8eb80c0298dddd89,W3G2.P3,"['SHIP GOODS', 'CONTACT AIRLINE', 'CONTACT CONTAINER PORT', 'PREPARE DO']",Deliver Physical Products
16f8c8edf7d44b34b5ac424a23b44283,5 und 6 getSources,"['npm run build:oxid --release=feature-docker- Config --config=estar--keep Git=true --oxid=true', 'npm run build:oxid --release=feature-docker- Config --config=auna--keep Git=true --oxid=true', 'robocopy build --> app MIR MT:', 'set Branch and repo', 'call npm install', 'git clone', 'npm run build:oxid --release=feature-docker- Config --config=klarstein --keep Git=true --oxid=true']",Develop and Manage Business Capabilities
16f9afe0c4fa4ee19e793a8f62348218,Identify potential customers,"['Prepare report on customer', 'Submit request for report', 'Identify new customer']",Market and Sell Products and Services
16fc39198c21474ba8e9821d54f0b2f0,Receiving Proposal,"['Place Orders', 'Stock Items', 'Jane Doe Inventory On Database', 'Updates Database and Informs Jane Doe', 'Receives and Verifies Orders Through Database', 'Jane Doe Views Documents on Database']",Deliver Physical Products
16fc8da3fad147e0858ada3ae4e126a8,Process 8: Solve Unpaid Problem (Level 2.5),"['Confirm payment', 'Receive paid appointment']",Manage Financial Resources
16fd92d4078340d68f5ab651ff03ce68,Check liability,"['Check character', 'Check credit history']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
1700bc7463a34c4991c0a1c4a76fd414,Figure 3.1_Jane Doe,"['Get shipment address', 'Emit invoice', 'Confirm order', 'Ship product', 'Archive order', 'Receive payment']",Deliver Physical Products
1702416507194ed7978228ba59065bb4,Jane Doe C.,"['Order given to the dispatcher', 'Confirmation of the received information', 'Driver monitoring', 'Information given to the nightshift dispatcher', 'Driver arrives in time', 'Information given to the driver', 'Driver use the application']",Deliver Services
1705c2348fe34c01a664aa30a3993aec,Administer vaccine,"['Cover syringe', 'Return to vaccinee', 'Extract recommended dose into syringe', 'Take vaccine supply', 'Administer correct vaccine']",Deliver Services
1705f9c469934f7bb317d8ef52638ee6,New Process,"['wrap article', 'send article', 'take article from stock']",Deliver Physical Products
170d2173e38747b48d7c78c95e978f69,Jane Doe Assignment 8 Top Level Process,"['Assemble and test drill bit', 'Create manufacturing', 'Create sales order']",Deliver Physical Products
17119221cbd6489e9bad388f28a4d789,.,"['asking the user for the address of the company', 'asking the user for his full name', 'asking if there are further relevant notes', 'asking the user who are target group', 'asking the average of ads per month', 'asking which type of real-estates will be published', 'asking the user for the company name', 'asking the user for his phone number', 'asking the user for confirmation that all fields are correct', 'asking the user for his email address']",Manage External Relationships
172606b265b840e79f47817610e71024,Revisited FAR model (Gov kick off) (with rec),"['Receive approval/denial letter', 'Finalized list to government agency', 'Fill out does in NDAA Certification', 'Compile list of equipment used by UGA', 'Fill out will in NDAA Certification']",Manage External Relationships
172a456339dd4fea9308e8385775a6ec,Arrange on-site inspectation,"['receive customer reply', 'find out possible inspectation date and time', 'send customer notification']",Manage Customer Service
172ec2a902c245a3b5bba70f17e08a35,"W6G3,P2(TIMER) (V2)","['CHOOSE DESTINATION', 'BOOK TRIP', 'PACK SUIT CASES']",Other
172eccb2c02f432eb4db24611e8b5dd9,Requirement Selection,"['Allocate number of hours needed for project', 'Save and assign requirement manually', 'Request few more hours to further investigate request', 'Convey to client', 'Problem fix', 'Enter requirement type', 'Assign work to self', 'Assign work to team member', 'Allocate requirement', 'Receive client response', 'Select requirement type', 'Change request', 'Investigate request for minimum minutes']",Manage External Relationships
172fd136844d4cecbcc250f5cf8a5f79,Planning,"['determine priority', 'Order requests', 'Create time table']",Other
17381ffb44c84427a076e410a8e65a98,Car Wash Process (IA),"['Clean Car', 'Determining customer preferences', 'Collect Payment', 'Prepare sales slip', 'Dry Car']",Deliver Services
173c9630db354edf879262a70a52ff5e,5. Testing,"['Align expectations on the extent and purpose of testing the project', 'Testing of new end to end process is described and expectations matched', 'Determine when and how the project team and the receiving business unit collaboration can approve the delivery', 'Agree on the conduct of testing']",Develop and Manage Business Capabilities
173d38b66f8d4c99a5085a5980cc3cda,p10 - Reconcile Payment Advance (ExpSubProcess) (Phase 2) (Copy),"['Check for authorised expendiature', 'check totals match to original advance', 'Attach business expense receipts', 'Check itemised list against receipts', 'Submit TAR and Receipts', 'Check TAR form for issues', 'Received by internal post before days', 'Subprocess (Resolve TAR Issues)', 'Enter authorised expendiature', 'list any discrepancies found']",Manage Financial Resources
173f2fdde5dc4130a047c7db549b8d79,Approval branching (Copy),"['Approved', 'Rejected', 'Approval', 'Modify request']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
1743bad3f7444ec3a7117ebeda89effb,12345678,"['Investigation and Diagnosis', 'Resolution and Recovery']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
1745ff1b8df04c108766b47a2c802a15,Ornament each kit,"['Ornament the shoe', 'Hold kit as inventory buffer for ornamenting staff', 'Transfer back to supervisor by the conveyor']",Deliver Physical Products
1746b3df65054d379385b44b71031410,New Process,"['generated pdf', 'submit documents', 'receives documents', 'receives form', 'checks the documents', 'submits the form', 'fill an online form']",Other
174c1c9bea9d469aa3da64c2bb76b995,Vehicle's interior inspection,"['Inspect seatbelts', 'Sit in drivers seat', 'Inspect gearing', 'Inspect odometer']",Other
175687659bf745f5a37df2cff5d5567e,Normative_Notify_before_SendProd_Feedback_Dispute_noParallel,"['Receive Feedback', 'Check Order', 'Approve Invoice', 'Receive Order', 'Handle Dispute', 'Release Invoice', 'Receive Payment']",Manage Customer Service
175898f369754f0090a168be6e14fc0c,L1: personal act,"['Drink coffee', 'Eat sandwiches', 'Start coffee machine', 'Drive to Namur', 'Wash myself', 'Get out off bed']",Other
1761decde1504be68eb0b53fdb9c7b6c,Figure 3.4,"['Re-send invoice to customer', 'Check invoice for mismatches', 'Block invoice', 'Park invoice', 'Post invoice']",Manage Financial Resources
176560e0f69442d9a38816b13c33de45,Ex 3.5_Speed,"['Pass security screening', 'Pass luggage screening', 'Proceed to departure level', 'Proceed to security check']",Other
17662890b1cc462e875c6a6cf1095fc5,Completeness Check,"['Check pictures', 'Check quote', 'Check personal information']",Other
1768cba16c074e25bcd065ef7c8868f9,LAB4,"['ARHIVARE DOSAR', 'CONFIRMARE DAUNA', 'CREARE DOSAR DAUNA', 'INFORMARE AGENT', 'EMITERE OP', 'OFERIRE ASISTENTA SUPLIMENTARA', 'VERIFICARE CERERE']",Manage Customer Service
1769c987ad9b44dc88b81fdb186cc70d,Sub redo ad-sticker,"['Manufacture new ad-sticker', 'Send updated ad-sticker']",Deliver Physical Products
176c5fcc8d19412684e6f4a73de78b50,Finish prescription Subprocess,"['Double check prescription', 'Leave prescription in pickup area']",Other
176f7b30a7234c8b9ccd0e31eb8d6f6d,FIRST DIAGRAM,"['Emit Invoice', 'Confirm Order', 'Ship Product', 'Archive Order', 'Get Shipment Address', 'Receive Payment']",Deliver Physical Products
1771f9c7ccea4608a5c16344697c4c1e,Zach's Super Cool Model,"['Register Claim', 'Schedule Payment', 'Authorise Repair', 'Check For Completeness', 'Notify about outcomes', 'Check validity of Claim', 'Perform Assessment', 'Reject Claim']",Manage Customer Service
1772e3486c50444c82c7af5fba829ead,9.7.2 Manage cash,"['Manage cash flows', 'Manage and reconcile cash positions', 'Manage and oversee banking relationships', 'Process and oversee electronic fund transfers (EFTs)', 'Manage cash equivalents', 'Analyze, negotiate, resolve, and confirm bank fees', 'Produce cash management accounting transactions and reports', 'Develop cash flow forecasts']",Manage Financial Resources
1773a558595b4376b1ef2852c2db3ec7,PREPARARE PIZZA,"['PREPARARE ALUAT', 'PREGATIRE INGREDIENTE', 'ADAUGARE INGREDIENTE PE BLAT', 'COACERE PIZZA', 'IMPACHETARE COMANDA']",Deliver Physical Products
1776c65841924f299a88ccde75efee83,Base 4 inspection (redesign),"['Inspect tie Jane Doe', 'inspect frame components', 'inspect steering components and suspension', 'Give vehicle and copied inspection documents', 'notify customer', 'Sign inspection form', 'Raise car', 'Copy inspection documents']",Other
1776cf260a85463cbf2d66a7e11940eb,High-level model,"['Assess claim', 'Enter and verify claim', 'Notification and payment']",Manage Customer Service
177fa09bd11f47b598d8d7890ec3837e,11.4.5 Manage outside counsel,"['Assess problem and determine work requirements', 'Process payment for legal services', 'Engage/retain outside counsel if necessary', 'Track legal activity/performance', 'Receive strategy/budget', 'Receive work product and manage/ monitor case and work performed']",Manage External Relationships
17803ccfcd0445f18da7aa0f066463e8,Base 4 Inspection Process,"['Raise vehicle to height', 'Check for fluid leaks, worn components, and any other abnormalities', 'Inspection of undercarraige, tie Jane Doe steering /frame components']",Other
178041046381432daf97e0c69715b485,Preoperative_Planning,"['Do bowel preparation', 'Undertake staging assessment', 'Determine RENAL nephrometry score', 'Discontinue anticoagulants', 'Use preoperative abdominal computed tomography']",Other
1781e3b389f8402cb6bd1b79065bd2f9,IBM Fall,"['determine the appropriate interest rate to charge the customer', 'Turn the information into quote letter', 'Check the potential borrowers creditworthiness', 'Log the request', 'Modify the standard loan covenant', 'Attach the special terms']",Manage Financial Resources
17828db0c65648a3a52329969bc7b358,12345678,"['Receive payment', 'Update account receivable', 'Check payment from previous week']",Manage Financial Resources
178509674e064d57be3020b8d16d5df0,Hem fabric,"['hem back', 'hem front', 'Hem sleeves']",Other
17888aaeccd3405ba8dfc03f8e57a9d6,New Process,['Activity'],Other
178a39512fe343f1a8d8c018ecf16ae7,Research Process,"['Exploratory Case Study 3', 'Exploratory Case Study 4', 'Explanatory Case Study', 'Determining the Need for Measurement Capability Model', 'Conducting Action Research to Formulate Initial Model', 'Exploratory Case Study 2', 'Exploratory Case Study 1']",Other
178b501c62c24a6b9918273eefe151bf,Finalise customer document,"['Collect application fee', 'Prepare legal documentation', 'Print physical files']",Other
178f6599c7a94b0b89bee7ae5396600f,Provide necessary treatment,"['Provided emergency treatment', 'Bring to emergency department']",Other
179640556b554791bd8ecb9023c042e0,3.lasting,"['Rough sole and pound', 'cement sole and pull last', 'staple insole', 'inspect and pack', 'Toe and heel seat lasts']",Deliver Physical Products
179a36c04e0544f58c0022f71ec46a8b,Exploring Signavio - Admission Process,"['Applicant Assessment', 'Accept Application before deadline']",Develop and Manage Human Capital
179ae3d95d944a6aa852fe59ad32ee14,Processo gestao de sotcks para CA,"['Prepare file with the outputs of the previous file and put the new one on the file Compare Levels', 'Update the file Updating Sales', 'Add the file Sales of previous month in the file Updating Sales', 'Updating the file Compare Levels', 'Prepare an excel file for each retailer with the new levels', 'Update the file Algorithm']",Manage Information Technology
179d256dbf6a461fba8c3780e5251e25,Sign Loan,"['Schedule loan disbursement', 'Schedule contract signing', 'Sign contract']",Manage Financial Resources
179f03112582423e9f185e78fa070b16,Evaluate Candidate,"['Evaluate internal applicants', 'Prepare job ads', 'Host Interviews']",Develop and Manage Human Capital
17aa0bc2de3a4026abeda2417e77eb6a,Jane Doe Assignment 8 Project Engineering Sub-Process,"['Prepare Iron Ore', 'Create Manufacturing Instructions', 'Pour Drill Bit Base', 'Cast Rotor Teeth']",Deliver Physical Products
17af1ac236be42e7b2a93dc262bce3c8,Simple_Case_001(2OrderOf2),"['Check Order', 'Approve Invoice', 'Send Shopping Notification', 'Receive Order', 'Ship Products', 'Release Invoice', 'Receive Payment']",Deliver Physical Products
17b480c646c34b3ca086eda3bc5eee67,080-D 1,"['check plane', 'step de-icing', 'check information about plane', 'decide which procedure', 'add details about procedure']",Other
17b7434fb01549c9a5611497b1522e05,Jane Doe Assignment 8 Technical Services Sub-process,"['Assemble drill using instructions from database', 'Notify customer', 'Ship drill bit to customer']",Deliver Physical Products
17b77dc7b2d9425ba7c17271f5d81a7e,BPMN Exercise 1,"['Notify customer of the status', 'Customer receives acceptance pack', 'Acceptance pack sent to customer', 'Loan provider approves the application', 'Verify the repayment agreement', 'Acceptance pack prepared', 'Loan provider cancels application']",Manage Customer Service
17b889ec7c0b48c59fd4ff871534f1b9,W4-P2(SHIP GOODS1),"['SHIP GOODS', 'CONTACT CONTAINER PORT', 'CONTACT AIRLINES', 'PREPARE DO']",Deliver Physical Products
17bcee8bbf4d4ab5b1c7288db386a2cf,InsureIT,"['Distribute Payments', 'Assess Claim', 'Verify Claim']",Manage Financial Resources
17bde0c154484736a00cfab28e7c8c4b,2019-12-03 Question 5a,"['Pack parcel', 'Send to Malmö', 'Recieve order', 'Recieve parcel', 'Send parcel', 'Get products', 'Fulfill order', 'Send to Linköping']",Deliver Physical Products
17c0be2e5bb14090bc61714ae5a5018e,Give vaccination,"['Check form to confirm vaccine', 'Subprocess (Administer vaccine)', 'Invite to small table', 'Check form for complications']",Deliver Services
17c2dfc2ce81408a90e3d59f521052d0,Assignment-1-Insurance Claim,"['Claim is lodged', 'Insurance Claim received', 'Wait for the Statements', 'Statements Received from witnesses']",Manage Customer Service
17c348b07bcd42419eea173a6ec5aae2,Data Objects,"['Modify Important Document', 'Analyse Important Document', 'Receive Opinion', 'Send Opinion Request', 'Improve Opinion']",Other
17c6e8b0764e447b9a60076c77f1c7cd,03b Get booking dates (Copy),"['Collate and provide range of dates', 'Note claim details']",Other
17c74b111c40421481b571e4d1a40666,Book Travel and Accomodations,"['Search Best Flights and Accommodations', 'Book Flight', 'Select Flight and Accommodation', 'Book accommodation']",Manage External Relationships
17cbc292ce834a998a6e09e56e1f9e69,rate quality in register tab 'supplier evaluation',"['rate quality regarding results of inspected incoming goods', 'rate processing of reclamations', 'rate total number of repeated errors', 'rate delivery quality']",Manage External Relationships
17cfea3627e94db29d76b26728f8f565,Figure 4.1_Jane Doe,"['Finalize Ministerial Response', 'Register Ministerial Enquiry', 'Investigate Ministerial Enquiry']",Manage External Relationships
17d4962c26434d209cd79d02d080acad,W4-P2(TIMER EVENT) (TRAVEL),"['PACK SUITCASE', 'BOOK FLIGHT and HOTEL', 'CHOOSE DESTINATION']",Other
17d5e8e9356f48cb96f48e748b532f18,prepare delivery note for storage,"['circle delivery note number always with red pen', 'underline the order number in delivery note', 'stamp with date, department,responsible person', 'stick barcode at delivery note']",Deliver Physical Products
17d6d6f272d3485d96e3b3f266f6d544,Provide Quotation,"['Calculate Quotation', 'Collect Relevant Event Information', 'Collect Competitors Offers', 'Collect Customer Information', 'Collect Feedback', 'Collect Availability and Demand Data']",Market and Sell Products and Services
17e1a9e5875141fb87db055a6ba8d895,12.1.5 Improve processes,"['Identify and select improvement opportunities', 'Perform continuous improvement activities', 'Manage improvement projects']",Develop and Manage Business Capabilities
17e5f4b6eead4894af25d68f2ee3c109,Overall Maveric  Main Process 298,"['Drop Operation', 'Drag Operation']",Other
17e8036dcbec4025aed635b0c98ef936,Customer Follow up,"['Disbursement organized', 'Notify customer']",Manage Customer Service
17e8fed0239548549994aec97435b39b,CVS Overall Value Chain,"['Drop-Off', 'Production & Delivery']",Deliver Physical Products
17ea4b60fb68416badede6a6086c7a20,New Process,"['Create DO', 'Good Issue', 'Pick and Pack', 'Receive pick list', 'Do Shipment', 'Prepare Stock']",Deliver Physical Products
17ef282d97fd4dcda1e308d7ccab61a9,Determine Driver Risk Category,"['Check drivers number of driving violations', 'Check drivers number of accidents', 'Check drivers conviction of DUI']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
17f08cfa0ea444acb94bb986d2f545ec,Figure 3.17_Jane Doe,"['Subprocess', 'Check stock availability']",Other
